; 1pctCO2 from hector
; hectordata 0.0.0.9000
; date Wed Feb  1 18:28:29 2023
; UNITS:, ppmv CO2, ppbv CH4, ppbv N2O, pptv, pptv, pptv, W/m2, W/m2, W/m2, Pg C/yr, Pg C/yr, Pg C/yr, Pg C/yr, Tg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Tg CO, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg N, Tg, Tg NMVOC, Tg N, Tg, Gg, Gg S, Gg, Gg, Gg
1862,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,764.7068997959425,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,772.3539687939019,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,780.077508481841,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,787.8782835666593,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,795.757066402326,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,803.7146370663493,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,811.7517834370127,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,819.8693012713829,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,828.0679942840967,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,836.3486742269376,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,844.712160969207,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,853.1592825788991,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,861.6908754046882,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,870.307784158735,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,879.0108620003224,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,887.8009706203256,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,896.6789803265289,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,905.6457701297943,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,914.7022278310922,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,923.8492501094031,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,933.0877426104972,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,942.4186200366021,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,951.842806236968,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,961.3612342993378,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,970.9748466423312,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,980.6845951087546,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,990.491441059842,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1000.3963554704405,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1010.400319025145,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1020.5043222153963,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1030.7093654375503,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1041.016459091926,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1051.426623682845,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1061.9408899196735,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1072.5602988188703,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1083.285901807059,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1094.1187608251296,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1105.0599484333811,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1116.110547917715,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1127.271653396892,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1138.544369930861,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1149.9298136301693,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1161.4291117664711,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1173.0434028841357,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1184.7738369129775,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1196.621575282107,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1208.5877910349282,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1220.6736689452773,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1232.8804056347303,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1245.2092096910774,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1257.6613017879884,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1270.2379148058683,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1282.940293953927,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1295.769696893466,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1308.727393862401,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1321.8146678010248,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1335.032814479035,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1348.3831426238255,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1361.8669740500636,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1375.4856437905646,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1389.2405002284702,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1403.1329052307549,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1417.1642342830623,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1431.335876625893,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1445.649235392152,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1460.1057277460736,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1474.7067850235342,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1489.4538528737696,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1504.3483914025073,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1519.3918753165324,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1534.5857940696976,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1549.9316520103948,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1565.4309685304988,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1581.0852782158036,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1596.8961309979618,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1612.8650923079415,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1628.9937432310207,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1645.2836806633309,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1661.7365174699644,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1678.353882644664,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1695.1374214711107,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1712.0887956858219,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1729.2096836426801,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1746.5017804791069,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1763.9667982838978,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1781.6064662667368,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1799.4225309294043,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1817.4167562386983,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1835.5909238010854,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1853.9468330390962,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1872.4863013694871,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1891.211164383182,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1910.123276027014,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1929.224508787284,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1948.5167538751568,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1968.0019214139086,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,1987.6819406280476,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2007.558760034328,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2027.6343476346715,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2047.9106911110182,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2068.3897980221286,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2089.0736960023496,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2109.9644329623734,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2131.064077291997,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2152.3747180649166,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2173.898465245566,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2195.6374498980217,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2217.593824397002,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2239.7697626409717,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2262.1674602673816,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2284.7891348700555,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2307.6370262187565,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2330.713396480944,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2354.020530445753,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2377.560735750211,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2401.3363431077128,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2425.34970653879,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2449.603203604178,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2474.09923564022,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2498.840227996622,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2523.8286302765882,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2549.0669165793543,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
