; 1pctCO2 from hector
; hectordata 0.0.0.9000
; date Wed Feb  1 18:28:29 2023
; UNITS:, ppmv CO2, ppbv CH4, ppbv N2O, pptv, pptv, pptv, W/m2, W/m2, W/m2, Pg C/yr, Pg C/yr, Pg C/yr, Pg C/yr, Tg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Tg CO, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg N, Tg, Tg NMVOC, Tg N, Tg, Gg, Gg S, Gg, Gg, Gg
1785,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,355.4260274190263,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,358.9802876932166,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,362.5700905701488,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,366.1957914758503,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,369.8577493906088,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,373.5563268845149,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,377.29189015336004,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,381.0648090548936,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,384.87545714544257,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,388.724211716897,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,392.61145383406597,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,396.53756837240667,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,400.50294405613073,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,404.507973496692,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,408.5530532316589,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,412.63858376397553,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,416.7649696016153,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,420.93261929763145,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,425.1419454906078,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,429.39336494551384,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,433.687298594969,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,438.0241715809187,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,442.40441329672785,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,446.82845742969516,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,451.29674200399205,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,455.80970942403206,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,460.3678065182724,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,464.9714845834551,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,469.6211994292896,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,474.31741142358254,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,479.0605855378184,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,483.85119139319653,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,488.6897033071285,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,493.57660034019983,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,498.5123663436018,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,503.49749000703787,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,508.5324649071082,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,513.6177895561793,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,518.7539674517411,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,523.9415071262586,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,529.1809221975211,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,534.4727314194963,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,539.8174587336913,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,545.2156333210282,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,550.6677896542385,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,556.174467550781,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,561.7362122262888,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,567.3535743485515,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,573.0271100920371,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,578.7573811929575,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,584.5449550048871,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,590.390404554936,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,596.2943086004854,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,602.2572516864902,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,608.279824203355,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,614.3626224453886,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,620.5062486698425,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,626.711311156541,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,632.9784242681063,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,639.3082085107875,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,645.7012905958953,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,652.1583035018543,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,658.6798865368729,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,665.2666854022415,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,671.919352256264,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,678.6385457788266,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,685.4249312366148,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,692.2791805489811,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,699.2019723544709,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,706.1939920780156,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,713.2559319987959,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,720.3884913187836,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,727.5923762319716,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,734.8682999942912,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,742.2169829942343,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,749.6391528241766,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,757.1355443524184,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
