; rcp6 from v25
; hectordata 0.0.0.9000
; date Wed Feb  1 18:28:28 2023
; UNITS:, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
1974,6.1171813,0.9215092,127,11.993645,42.295,11.29,2.921,345.881,454.701,178.243,305.489,3488.632,282.22003,872.54555,0,0.613,62.543,0.062948171,0,0.38349883,0,2.4416297,0,0,0,5.9406002,0,177.19531,28.159671,28.13095,1.0515595,64085.057,-0.040694323,0,4.644,1.086,0.372,0.468,1.0387371,0
1975,6.2549509,0.97295172,127,13.49105,48.505,11.734,3.391,335.741,442.834,179.517,308.992,3492.425,286.28503,888.3331,0,0.613,70.487,0.064829061,0,0.39029213,0,2.6540105,0,0,0,6.1409693,0,180.53997,28.943004,28.434002,1.0518869,64264.788,-0.14110786,0,4.615,1.365,0.524,0.544,1.0315876,0
1976,6.3927205,1.0265167,127,13.491328,55.552,12.2,3.943,343.24,432.28,180.83,382.3,3495.619,290.35002,904.12064,0,0.613,78.51,0.066712124,0,0.39709328,0,2.8848647,0,0,0,6.3042588,0,183.88464,29.726336,28.737055,1.57603,64444.519,-0.017390156,0,4.883,1.767,0.783,0.621,1.0906077,0
1977,6.5304901,1.0822044,127,11.994452,63.634,12.68,4.582,330.711,419.447,182.185,462.112,3498.281,294.41502,919.90819,0,0.613,85.789,0.068597361,0,0.40390227,0,3.5660804,0,0,0,6.534405,0,187.2293,30.509669,29.040107,1.8384289,64624.251,0.13408693,0,5.029,2.035,1.006,0.697,1.0939874,0
1978,6.6682597,1.1400146,127,13.491857,72.896,13.168,5.337,359.009,424.498,183.581,587.319,3500.505,298.48002,935.69573,0,0.613,92.012,0.070484772,0,0.05429956,0,3.7964008,0,0,0,6.6193729,0,190.57397,31.293001,29.343159,2.3628175,64803.982,0.10906922,0,5.105,2.454,1.253,0.774,1.09037,0
1979,6.8060293,1.1999481,127,11.994981,83.489,13.661,6.228,274.357,357.266,185.022,489.712,3502.36,302.54501,951.48328,0,0.613,99.321,0.072374362,0,0.054330947,0,4.0275411,0,0,0,7.007773,0,193.91864,32.076334,29.646211,2.8873698,64983.713,0.093990052,0,5.387,2.928,1.548,0.85,1.0647127,0
1980,6.9437989,1.2620043,121.849,13.492387,95.641,14.194,7.006,304.998,432.044,186.506,550.707,3503.915,306.61001,967.27082,0,0.613,104.973,0.018814427,0,0.76720931,0,4.2595023,0,0,0,7.0613923,0,197.2633,32.859666,29.949263,3.1501778,65163.444,0.14813797,0,5.332,3.453,1.805,0.927,1.0252096,0
1981,7.0210048,1.3261846,110.093,11.995499,104.421,14.121,7.743,289.529,386.347,188.038,505.097,3505.193,310.01251,980.4447,0,1.25,106.406,0.066288365,0,0.78079292,0,4.4921574,0,0,0,6.8417522,0,199.79888,33.357242,30.456334,3.4130677,65043.883,0.079596302,0,5.168,3.946,2.139,1.003,1.0448621,0
1982,7.0982107,1.392488,123.807,13.492893,108.943,13.905,8.399,252.419,400.317,189.616,505.343,3506.255,313.415,993.61858,0,0.961,116.821,0.073594133,0,0.081528294,0,4.7256142,0,0,0,7.1189858,0,202.33446,33.854818,30.963404,3.6760394,64924.321,-0.59142661,0,5.127,4.522,2.645,1.105,1.1904055,0
1983,7.1754165,1.4609153,135.729,11.996004,120.93,14.252,9.207,299.092,408.416,191.243,553.718,3507.154,316.8175,1006.7925,0,1.165,125.343,0.073496743,0,0.79436576,0,4.9598729,0,0,0,7.2168971,0,204.87003,34.352393,31.470475,3.939093,64804.76,-0.87621724,0,5.11,5.168,2.98,1.183,1.2255201,0
1984,7.2526224,1.5314669,134.867,11.996242,177.397,14.781,9.71,310.901,432.125,192.92,569.476,3507.882,320.22,1019.9663,0,1.331,130.447,0.018263078,0,0.80794309,0,5.1949332,0,0,0,7.0481314,0,207.40561,34.849969,31.977546,3.9403205,64685.199,-0.32000161,0,5.29,6.032,3.475,1.262,1.2600833,0
1985,7.3298282,1.6041426,109.714,11.99648,128.622,15.705,9.792,315.327,407.669,194.648,546.714,3508.496,323.6225,1033.1402,0,1.011,138.367,-0.080681159,0,0.10867413,0,5.4307947,0,0,0,7.0169243,0,209.94119,35.347545,32.484616,4.7272717,64565.637,-0.023216198,0,5.444,7.083,3.997,1.355,1.2753449,0
1986,7.4070341,1.678943,149.931,13.493874,169.103,16.379,10.152,388.346,502.712,196.427,539.076,3508.999,327.025,1046.3141,0,3.575,146.048,0.075292049,0,0.82150728,0,5.6674573,0,0,0,7.0704917,0,212.47677,35.845121,32.991687,4.9906525,64446.076,0.035044219,0,5.61,8.22,4.579,1.434,1.2872023,0
1987,7.48424,1.7558675,115.608,11.996986,250.222,16.667,10.807,387.277,453.238,198.259,647.608,3509.425,330.42749,1059.488,0,3.773,162.883,0.17780496,0,1.5479209,0,5.9049208,0,0,0,7.4616728,0,215.01235,36.342696,33.498757,4.7302994,64326.514,0.065887969,0,5.753,9.656,5.109,1.504,1.2940086,0
1988,7.5614458,1.8349176,135.667,11.997224,245.07,16.593,11.493,303.816,507.99,200.146,635.816,3509.774,333.82999,1072.6618,0,4.458,180.113,0.18118326,0,0.86222749,0,6.1431847,0,0,0,7.2025077,0,217.54792,36.840272,34.005828,4.9936804,64206.953,0.10598484,0,5.964,11.362,5.696,1.728,1.3167248,0
1989,7.6386517,1.9160924,118.146,11.997462,204.109,15.725,12.26,301.477,385.52,202.087,564.767,3510.061,337.23249,1085.8357,0,6.174,186.15,0.18829422,0.94505787,0.87579234,0,6.3822492,0,0,0,7.3310397,0,220.0835,37.337848,34.512898,5.519051,64087.391,0.12928901,0,6.089,11.605,5.482,1.73,1.3236436,0
1990,7.7158575,2.0735678,143.171,11.997683,203.131,14.022,12.363,291.464,405.617,204.082,694.142,3510.299,340.63499,1099.0096,0,11.322,195.69,0.18594167,1.0101542,0.88920979,0,6.6218233,0,0,0,7.5856812,0,222.61908,37.835424,35.019969,5.5207695,63967.83,0.12654734,0,6.144,11.702,5.119,1.73,1.3194833,0
1991,7.7247518,2.3729101,70.607,11.997905,198.928,13.243,12.135,190.405,309.884,206.133,573.576,3510.501,336.59218,1095.9087,0,16.556,204.801,0.19092079,2.1776448,0.90261206,0.004710024,6.8621776,0,0,0,7.4023631,0,221.41947,37.868111,35.072322,5.7843959,62955.167,-0.81487245,0,6.235,11.426,4.094,1.735,1.3809799,0
1992,7.733646,2.3731469,91.022,11.998111,121.343,10.324,12.018,203.23,303.369,208.24,554.986,3510.656,332.54937,1092.8078,0,20.911,185.994,0.28889991,4.2079892,1.6286536,0.004710028,7.102985,0,0,0,7.7989323,0,220.21986,37.900799,35.124675,5.7861962,61942.504,-1.4197527,0,6.118,9.343,2.74,1.715,1.3035304,0
1993,7.7425403,2.3733837,85.436,11.998354,67.857,8.322,11.681,144.94,228.999,210.402,372.232,3510.801,328.50656,1089.707,23.101,22.5,188.092,0.3768163,8.4161579,2.3685965,0.18499007,7.3453102,0,0,0,7.3131034,0,219.02026,37.933487,35.177028,6.3118123,60929.841,-0.68190161,0,6.124,10.23,3.344,1.7,1.2981006,0
1994,7.7514345,2.3736205,77.289,11.998587,61.065,6.105,11.011,127.137,232.722,212.619,244.236,3510.907,324.46375,1086.6061,33.844,25.599,179.101,1.8251048,21.399077,3.8347584,0.1819901,7.588207,0,0,0,7.5072841,0,217.82065,37.966174,35.229381,5.0042369,59917.178,-0.13151203,0,6.242,9.105,4.75,1.68,1.2895956,0
1995,7.7603288,2.3738573,85.021,10.501674,22.978,4.784,9.083,119.235,194.71,200.199,201.637,3511.005,320.42094,1083.5052,41.961,24.275,243.238,2.9802177,29.726101,6.0409628,0.099994794,10.211528,0,0,0,7.6191035,0,216.62104,37.998862,35.281735,6.0534232,58904.515,0.058691094,0,6.372,10.035,3.991,1.3,1.2750104,0
1996,7.769223,2.3740941,70.403,11.999071,27.962,2.943,7.019,115.437,178.907,201.834,89.184,3511.082,316.37814,1080.4043,51.431,26.411,211.181,3.4188812,40.584859,6.1499876,0.43697783,10.248182,0,0,0,7.6520638,0,215.42143,38.03155,35.334088,6.0553054,57891.852,0.12380568,0,6.51,10.743,2.691,0.85,1.2511025,0
1997,7.7781173,2.3743309,74.423,11.999322,18.663,1.886,5.429,95.388,160.981,207.696,62.53,3511.082,312.33533,1077.3034,46.639,22.493,208.614,5.354049,50.643567,6.2587493,0.40797848,10.284399,0,0,0,7.9097526,0,214.22182,38.064237,35.386441,4.4857403,56879.189,0.15327859,0,6.619,9.909,2.594,0.7,1.2181397,0
1998,7.7870115,2.3745677,84.361,11.999575,14.831,1.199,4.223,92.401,152.715,206.946,29.412,3511.082,308.29252,1074.2026,58.131,27.683,249.912,7.2031812,59.652126,6.3676829,0.92795208,10.320704,0,0.087305408,0,7.8957263,0,213.02222,38.096925,35.438794,4.7490393,55866.526,0.18754943,0,6.588,9.837,2.491,0.71,1.2148431,0
1999,7.7959058,2.3748045,69.242,10.502692,14.362,0.784,3.32,94.931,145.169,195.938,24.668,3511.082,304.24971,1071.1017,55.817,28.047,230.91,8.1531677,67.043997,6.4775249,1.35393,10.357655,0,0.78573737,0,7.5269849,0,211.82261,38.129612,35.491147,6.3219597,54853.863,0.21633693,0,6.569,9.806,2.39,0.631,1.1827892,0
2000,7.8048,2.3749,74.132,12.0001,17.777,0.567,2.609,99.227,140.712,186.206,18.584,3511.082,300.2069,1068.0008,55.602,26.296,229.638,8.5381,75.0393,6.234,1.9509,10.3949,17.9257,4,0,7.4566,0,210.623,38.1623,35.5435,5.5382,53841.2,0.22867443,0,6.735,8.834,2.295,0.562,1.1488,0
2001,7.8945,2.4345,65.195,11.925,12.051,0.45,2.069,81.839,117.202,181.525,13.253,3511.082,303.4092,1066.7448,57.19,28.001,270.443,9.0301,84.0409,7.4947,1.6449,10.4328,19.7183,5.3987,0.6471,7.503,0,211.5938,38.2888,35.7143,5.699,54419.1,0.23244422,0,6.8959,8.669,2.209,0.5,1.132,0
2002,7.9842,2.4915,69.565,11.8481,6.019,0.423,1.609,81.408,100.258,181.887,13.487,3511.082,306.5788,1065.4691,57.77,22.43,243.015,9.8852,94.7161,8.7389,2.508,10.4708,21.5109,6.7975,1.294,7.5487,0,212.5632,38.4153,35.8845,5.8596,54996.1,0.23244422,0,6.949,8.524,2.131,0.445,1.2317,0
2003,8.0734,2.5463,69.381,11.7693,2.604,0.37,1.288,90.865,107.745,177.539,8.444,3511.082,309.7164,1064.1741,48.801,23.232,252.962,12.0788,101.4157,9.9776,3.341,10.5083,23.3035,8.196,1.9411,7.5942,0,213.5311,38.5418,36.0543,6.0201,55571.6,0.23244422,0,7.286,7.77,2.057,0.396,1.2257,0
2004,8.1623,2.599,67.383,11.6885,5.237,0.378,1.046,78.182,87.647,174.26,10.874,3511.082,312.824,1062.8596,43.847,23.348,263.062,12.5073,113.9297,11.2136,4.269,10.5454,25.096,9.5947,2.5882,7.6394,0,214.4977,38.6684,36.2232,6.1805,56146.1,0.23244422,0,7.6719,7.653,1.987,0.353,1.2429,0
2005,8.2512,2.6494,65,11.6059,0.854,0.227,0.785,49.49,51.552,168.841,10.874,3511.082,315.9027,1061.5255,46.641,26.458,283.408,13.7591,120.9334,12.4483,4.8901,10.8116,26.8885,10.9935,3.2351,7.6841,0,215.4628,38.7948,36.3917,6.3407,56719.5,0.18401834,0,7.971,7.518,1.92,0.314,1.1955,0
2006,8.228,2.6399,58.5,13.735,1.119,0.136,0.588,48.471,49.808,167.857,10.874,3511.082,317.6624,1057.4015,48.747,34.767,297.615,12.649,121.0746,10.9216,5.6761,10.5529,34.1569,12.3831,3.8802,7.7838,0,215.3798,38.6291,36.3475,6.4709,56640.5,0.06779623,0,8.081,6.992,1.834,0.279,1.1319,0
2007,8.2049,2.6308,52,15.8599,0.911,0.082,0.441,47.083,46.366,167.857,10.874,3511.082,319.4203,1053.2589,50.583,39.869,311.265,11.5302,129.6223,9.3647,6.4623,10.2946,41.4253,13.773,4.5245,7.8838,0,215.2944,38.4618,36.3034,6.6013,56557.8,0,0,8.1899,6.502,1.752,0.249,1.0683,0
2008,8.1816667,2.6214333,45.5,17.976533,0.806,0.049,0.331,45.74,43.216,167.857,10.874,3511.082,321.17513,1049.0791,52.161,39.099,324.431,10.393733,135.18193,7.7477,7.2483,10.037133,48.693733,15.1627,5.1676,7.9843333,0,215.20513,38.292033000000004,36.259433,6.9909667,56467.8,0,0,8.2971667,6.047,1.675,0.221,1.0046667,0
2009,8.1584333,2.6120667,39,20.093167,0.754,0.029,0.248,44.442,40.334,167.857,10.874,3511.082,322.92997,1044.8993,53.496,38.069,337.175,9.2572667,140.74157,6.1307,8.0343,9.7796667,55.962167,16.5524,5.8107,8.0848667,0,215.11587,38.122267,36.215467,7.3806333,56377.8,0,0,8.4044333,5.624,1.601,0.197,0.94103333,0
2010,8.1352,2.6027,32.5,22.2098,0.377,0.018,0.186,42.976,36.906,167.857,7.266,3511.082,324.6848,1040.7195,54.598,36.801,349.552,8.1208,146.3012,4.5137,8.8203,9.5222,63.2306,17.9421,6.4538,8.1854,0,215.0266,37.9525,36.1715,7.7703,56287.8,0,0,8.5117,5.23,1.521,0.175,0.8774,0
2011,8.09546,2.60843,26,22.27617,0.189,0.011,0.14,41.557,33.769,167.857,7.266,3511.082,323.38128,1039.1875,55.479,35.314,361.61,8.19765,147.06015,4.61769,8.08983,8.68522,63.4781,22.21208,6.53096,8.15982,0,214.89234,37.71422,36.16182,7.93581,55637.74,0,0,8.55557,4.864,1.445,0.156,0.83029,0
2012,8.05572,2.61416,19.5,22.34254,0.094,0.006,0.105,40.186,30.898,167.857,7.266,3511.082,322.07776,1037.6555,56.152,33.625,373.391,8.2745,147.8191,4.72168,7.35936,7.84824,63.7256,26.48206,6.60812,8.13424,0,214.75808,37.47594,36.15214,8.10132,54987.68,0,0,8.59944,4.524,1.373,0.139,0.78318,0
2013,8.01598,2.61989,13,22.40891,0.047,0.004,0.079,38.86,28.272,167.857,7.266,3511.082,320.77424,1036.1234,56.625,31.75,384.93,8.35135,148.57805,4.82567,6.62889,7.01126,63.9731,30.75204,6.68528,8.10866,0,214.62382,37.23766,36.14246,8.26683,54337.62,0,0,8.64331,4.207,1.304,0.124,0.73607,0
2014,7.97624,2.62562,6.5,22.47528,0.024,0.002,0.059,37.578,25.869,167.857,7.266,3511.082,319.47071999999997,1034.5914,56.909,29.705,396.259,8.4282,149.337,4.92966,5.89842,6.17428,64.2206,35.02202,6.76244,8.08308,0,214.48956,36.99938,36.13278,8.43234,53687.56,0,0,8.68718,3.913,1.239,0.11,0.68896,0
2015,7.9365,2.63135,0,22.54165,0.012,0.001,0.044,36.338,23.67,155.925,0,3511.082,318.1672,1033.0594,57.013,27.502,407.405,8.50505,150.09595,5.03365,5.16795,5.3373,64.4681,39.292,6.8396,8.0575,0,214.3553,36.7611,36.1231,8.59785,53037.5,0,0,8.73105,3.639,1.177,0.098,0.64185,0
2016,7.89676,2.63708,0,22.60802,0.006,0.001,0.033,35.138,21.658,155.925,0,3511.082,316.86368,1031.5274,57.113,25.476,417.103,8.5819,150.8549,5.13764,4.43748,4.50032,64.7156,43.56198,6.91676,8.03192,0,214.22104,36.52282,36.11342,8.76336,52387.44,0,0,8.77492,3.384,1.118,0.087,0.59474,0
2017,7.85702,2.64281,0,22.67439,0.003,0,0.025,33.979,19.817,155.925,0,3511.082,315.56016,1029.9954,57.207,23.611,425.539,8.65875,151.61385,5.24163,3.70701,3.66334,64.9631,47.83196,6.99392,8.00634,0,214.08678,36.28454,36.10374,8.92887,51737.38,0,0,8.81879,3.147,1.062,0.078,0.54763,0
2018,7.81728,2.64854,0,22.74076,0.001,0,0.019,32.858,18.133,155.925,0,3511.082,314.25664,1028.4633,57.297,21.896,432.879,8.7356,152.3728,5.34562,2.97654,2.82636,65.2106,52.10194,7.07108,7.98076,0,213.95252,36.04626,36.09406,9.09438,51087.32,0,0,8.86266,2.927,1.009,0.069,0.50052,0
2019,7.77754,2.65427,0,22.80713,0.001,0,0.014,31.773,16.591,155.925,0,3511.082,312.95312,1026.9313,57.382,20.318,439.265,8.81245,153.13175,5.44961,2.24607,1.98938,65.4581,56.37192,7.14824,7.95518,0,213.81826,35.80798,36.08438,9.25989,50437.26,0,0,8.90653,2.722,0.959,0.061,0.45341,0
2020,7.7378,2.66,0,22.8735,0,0,0.01,30.725,15.181,155.925,0,3511.082,311.6496,1025.3993,57.463,18.867,444.821,8.8893,153.8907,5.5536,1.5156,1.1524,65.7056,60.6419,7.2254,7.9296,0,213.684,35.5697,36.0747,9.4254,49787.2,0,0,8.9504,2.531,0.911,0.055,0.4063,0
2021,7.71469,2.66493,0,22.9386,0,0,0.008,29.711,13.891,155.925,0,3511.082,313.11564,1025.732,57.54,17.531,449.654,8.94218,154.41356,5.60414,1.43416,1.1063,65.86791,61.78125,7.31538,8.01843,0,213.95296,35.35512,36.05673,9.44312,48941.31,0,0,9.05487,2.354,0.865,0.049,0.30994,0
2022,7.69158,2.66986,0,23.0037,0,0,0.006,28.73,12.71,155.925,0,3511.082,314.58168,1026.0648,57.613,16.302,453.859,8.99506,154.93642,5.65468,1.35272,1.0602,66.03022,62.9206,7.40536,8.10726,0,214.22192,35.14054,36.03876,9.46084,48095.42,0,0,9.15934,2.189,0.822,0.043,0.21358,0
2023,7.66847,2.67479,0,23.0688,0,0,0.004,27.782,11.63,155.925,0,3511.082,316.04772,1026.3975,57.682,15.172,457.517,9.04794,155.45928,5.70522,1.27128,1.0141,66.19253,64.05995,7.49534,8.19609,0,214.49088,34.92596,36.02079,9.47856,47249.53,0,0,9.26381,2.036,0.781,0.039,0.11722,0
2024,7.64536,2.67972,0,23.1339,0,0,0.003,26.865,10.641,155.925,0,3511.082,317.51376,1026.7303,57.748,14.132,460.7,9.10082,155.98214,5.75576,1.18984,0.968,66.35484,65.1993,7.58532,8.28492,0,214.75984,34.71138,36.00282,9.49628,46403.64,0,0,9.36828,1.894,0.742,0.034,0.02086,0
2025,7.62225,2.68465,0,23.199,0,0,0.002,25.979,9.737,155.925,0,3511.082,318.9798,1027.063,57.811,13.175,463.469,9.1537,156.505,5.8063,1.1084,0.9219,66.51715,66.33865,7.6753,8.37375,0,215.0288,34.4968,35.98485,9.514,45557.75,0,0,9.47275,1.761,0.705,0.031,0,0.0755
2026,7.59914,2.68958,0,23.2641,0,0,0.002,25.122,8.909,155.925,0,3511.082,320.44584,1027.3957,57.87,12.295,465.878,9.20658,157.02786,5.85684,1.02696,0.8758,66.67946,67.478,7.76528,8.46258,0,215.29776,34.28222,35.96688,9.53172,44711.86,0,0,9.57722,1.638,0.669,0.027,0,0.17186
2027,7.57603,2.69451,0,23.3292,0,0,0.001,24.293,8.152,155.925,0,3511.082,321.91188,1027.7285,57.927,11.485,467.974,9.25946,157.55072,5.90738,0.94552,0.8297,66.84177,68.61735,7.85526,8.55141,0,215.56672,34.06764,35.94891,9.54944,43865.97,0,0,9.68169,1.523,0.636,0.024,0,0.26822
2028,7.55292,2.69944,0,23.3943,0,0,0.001,23.491,7.459,155.925,0,3511.082,323.37792,1028.0612,57.98,10.74,469.797,9.31234,158.07358,5.95792,0.86408,0.7836,67.00408,69.7567,7.94524,8.64024,0,215.83568,33.85306,35.93094,9.56716,43020.08,0,0,9.78616,1.417,0.604,0.022,0,0.36458
2029,7.52981,2.70437,0,23.4594,0,0,0.001,22.716,6.825,155.925,0,3511.082,324.84396,1028.394,58.031,10.055,471.384,9.36522,158.59644,6.00846,0.78264,0.7375,67.16639,70.89605,8.03522,8.72907,0,216.10464,33.63848,35.91297,9.58488,42174.19,0,0,9.89063,1.317,0.574,0.019,0,0.46094
2030,7.5067,2.7093,0,23.5245,0,0,0.001,21.966,6.245,155.925,0,3511.082,326.31,1028.7267,58.08,9.424,472.764,9.4181,159.1193,6.059,0.7012,0.6914,67.3287,72.0354,8.1252,8.8179,0,216.3736,33.4239,35.895,9.6026,41328.3,0,0,9.9951,1.225,0.545,0.017,0,0.5573
2031,7.4966,2.70139,0,23.55538,0,0,0,21.241,5.714,155.925,0,3511.082,328.09167,1030.971,57.831,8.826,467.698,9.47689,159.57023,6.11699,0.70177,0.66359,67.44688,72.90303,8.24913,8.90894,0,217.00384,33.37117,35.9507,9.61107,41456.23,0,0,10.15102,1.139,0.518,0.015,0,0.57298
2032,7.4865,2.69348,0,23.58626,0,0,0,20.54,5.228,155.925,0,3511.082,329.87334,1033.2153,57.299,8.259,457.026,9.53568,160.02116,6.17498,0.70234,0.63578,67.56506,73.77066,8.37306,8.99998,0,217.63408,33.31844,36.0064,9.61954,41584.16,0,0,10.30694,1.06,0.492,0.013,0,0.58866
2033,7.4764,2.68557,0,23.61714,0,0,0,19.862,4.784,155.925,0,3511.082,331.65501,1035.4597,56.499,7.72,441.474,9.59447,160.47209,6.23297,0.70291,0.60797,67.68324,74.63829,8.49699,9.09102,0,218.26432,33.26571,36.0621,9.62801,41712.09,0,0,10.46286,0.985,0.467,0.012,0,0.60434
2034,7.4663,2.67766,0,23.64802,0,0,0,19.207,4.377,155.925,0,3511.082,333.43668,1037.704,55.444,7.207,421.679,9.65326,160.92302,6.29096,0.70348,0.58016,67.80142,75.50592,8.62092,9.18206,0,218.89456,33.21298,36.1178,9.63648,41840.02,0,0,10.61878,0.916,0.444,0.011,0,0.62002
2035,7.4562,2.66975,0,23.6789,0,0,0,18.573,4.005,155.925,0,3511.082,335.21835,1039.9483,54.147,6.717,398.19,9.71205,161.37395,6.34895,0.70405,0.55235,67.9196,76.37355,8.74485,9.2731,0,219.5248,33.16025,36.1735,9.64495,41967.95,0,0,10.7747,0.852,0.422,0.01,0,0.6357
2036,7.4461,2.66184,0,23.70978,0,0,0,17.96,3.665,155.925,0,3511.082,337.00002,1042.1926,52.62,6.249,371.49,9.77084,161.82488,6.40694,0.70462,0.52454,68.03778,77.24118,8.86878,9.36414,0,220.15504,33.10752,36.2292,9.65342,42095.88,0,0,10.93062,0.793,0.401,0.008,0,0.65138
2037,7.436,2.65393,0,23.74066,0,0,0,17.368,3.353,155.925,0,3511.082,338.78169,1044.4369,50.874,5.801,341.994,9.82963,162.27581,6.46493,0.70519,0.49673,68.15596,78.10881,8.99271,9.45518,0,220.78528,33.05479,36.2849,9.66189,42223.81,0,0,11.08654,0.737,0.381,0.008,0,0.66706
2038,7.4259,2.64602,0,23.77154,0,0,0,16.794,3.068,155.925,0,3511.082,340.56336,1046.6813,48.92,5.372,310.067,9.88842,162.72674,6.52292,0.70576,0.46892,68.27414,78.97644,9.11664,9.54622,0,221.41552,33.00206,36.3406,9.67036,42351.74,0,0,11.24246,0.686,0.362,0.007,0,0.68274
2039,7.4158,2.63811,0,23.80242,0,0,0,16.24,2.807,155.925,0,3511.082,342.34503,1048.9256,46.769,4.96,276.024,9.94721,163.17767,6.58091,0.70633,0.44111,68.39232,79.84407,9.24057,9.63726,0,222.04576,32.94933,36.3963,9.67883,42479.67,0,0,11.39838,0.638,0.344,0.006,0,0.69842
2040,7.4057,2.6302,0,23.8333,0,0,0,15.704,2.569,155.925,0,3511.082,344.1267,1051.1699,44.431,4.563,240.141,10.006,163.6286,6.6389,0.7069,0.4133,68.5105,80.7117,9.3645,9.7283,0,222.676,32.8966,36.452,9.6873,42607.6,0,0,11.5543,0.593,0.326,0.005,0,0.7141
2041,7.37374,2.6223,0,23.82125,0,0,0,15.186,2.35,155.925,0,3511.082,345.22016,1049.4931,42.209,4.198,208.923,10.04389,163.97624,6.68694,0.65691,0.3966,68.554,80.10127,9.53752,9.80918,0,222.44617,32.65711,36.47072,9.69652,42065.2,0,0,11.70325,0.551,0.31,0.005,0,0.68907
2042,7.34178,2.6144,0,23.8092,0,0,0,14.685,2.151,155.925,0,3511.082,346.31362,1047.8163,40.099,3.862,181.763,10.08178,164.32388,6.73498,0.60692,0.3799,68.5975,79.49084,9.71054,9.89006,0,222.21634,32.41762,36.48944,9.70574,41522.8,0,0,11.8522,0.513,0.295,0.004,0,0.66404
2043,7.30982,2.6065,0,23.79715,0,0,0,14.2,1.968,155.925,0,3511.082,347.40708,1046.1395,38.094,3.553,158.134,10.11967,164.67152,6.78302,0.55693,0.3632,68.641,78.88041,9.88356,9.97094,0,221.98651,32.17813,36.50816,9.71496,40980.4,0,0,12.00115,0.477,0.28,0.004,0,0.63901
2044,7.27786,2.5986,0,23.7851,0,0,0,13.732,1.801,155.925,0,3511.082,348.50054,1044.4627,36.189,3.269,137.576,10.15756,165.01916,6.83106,0.50694,0.3465,68.6845,78.26998,10.05658,10.05182,0,221.75668,31.93864,36.52688,9.72418,40438,0,0,12.1501,0.444,0.266,0.003,0,0.61398
2045,7.2459,2.5907,0,23.77305,0,0,0,13.279,1.648,155.925,0,3511.082,349.594,1042.7859,34.38,3.007,119.691,10.19545,165.3668,6.8791,0.45695,0.3298,68.728,77.65955,10.2296,10.1327,0,221.52685,31.69915,36.5456,9.7334,39895.6,0,0,12.29905,0.413,0.253,0.003,0,0.58895
2046,7.21394,2.5828,0,23.761,0,0,0,12.84,1.507,155.925,0,3511.082,350.68746,1041.1092,32.661,2.767,104.131,10.23334,165.71444,6.92714,0.40696,0.3131,68.7715,77.04912,10.40262,10.21358,0,221.29702,31.45966,36.56432,9.74262,39353.2,0,0,12.448,0.384,0.24,0.003,0,0.56392
2047,7.18198,2.5749,0,23.74895,0,0,0,12.417,1.379,155.925,0,3511.082,351.78092,1039.4324,31.028,2.545,90.594,10.27123,166.06208,6.97518,0.35697,0.2964,68.815,76.43869,10.57564,10.29446,0,221.06719,31.22017,36.58304,9.75184,38810.8,0,0,12.59695,0.357,0.228,0.002,0,0.53889
2048,7.15002,2.567,0,23.7369,0,0,0,12.007,1.262,155.925,0,3511.082,352.87438,1037.7556,29.476,2.342,78.817,10.30912,166.40972,7.02322,0.30698,0.2797,68.8585,75.82826,10.74866,10.37534,0,220.83736,30.98068,36.60176,9.76106,38268.4,0,0,12.7459,0.332,0.217,0.002,0,0.51386
2049,7.11806,2.5591,0,23.72485,0,0,0,11.611,1.155,155.925,0,3511.082,353.96784,1036.0788,28.002,2.154,68.571,10.34701,166.75736,7.07126,0.25699,0.263,68.902,75.21783,10.92168,10.45622,0,220.60753,30.74119,36.62048,9.77028,37726,0,0,12.89485,0.309,0.206,0.002,0,0.48883
2050,7.0861,2.5512,0,23.7128,0,0,0,11.227,1.057,155.925,0,3511.082,355.0613,1034.402,26.602,1.982,59.657,10.3849,167.105,7.1193,0.207,0.2463,68.9455,74.6074,11.0947,10.5371,0,220.3777,30.5017,36.6392,9.7795,37183.6,0,0,13.0438,0.287,0.195,0.002,0,0.4638
2051,7.02414,2.54411,0,23.71405,0,0,0,10.857,0.967,155.925,0,3511.082,355.94998,1030.5732,25.272,1.824,51.901,10.44021,167.59135,7.18313,0.1948,0.23543,69.0534,75.55522,11.0965,10.6195,0,219.75002,30.28262,36.54813,9.79437,36957.17,0,0,13.22186,0.267,0.186,0.001,0,0.44326
2052,6.96218,2.53702,0,23.7153,0,0,0,10.499,0.885,155.925,0,3511.082,356.83866,1026.7444,24.008,1.678,45.154,10.49552,168.0777,7.24696,0.1826,0.22456,69.1613,76.50304,11.0983,10.7019,0,219.12234,30.06354,36.45706,9.80924,36730.74,0,0,13.39992,0.248,0.176,0.001,0,0.42272
2053,6.90022,2.52993,0,23.71655,0,0,0,10.152,0.809,155.925,0,3511.082,357.72734,1022.9156,22.808,1.543,39.284,10.55083,168.56405,7.31079,0.1704,0.21369,69.2692,77.45086,11.1001,10.7843,0,218.49466,29.84446,36.36599,9.82411,36504.31,0,0,13.57798,0.231,0.168,0.001,0,0.40218
