; UNITS:,  PgC year-1,  PgC year-1,  PgC year-1,  PgC year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg CH4 year-1,  ppm,  Tg CO year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg N year-1,  Tg year-1,  Tg NMVOC year-1,  Tg N year-1,  Tg year-1,  ppt,  ppt,  Gg S year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt
Date,ffi_emissions,luc_emissions,daccs_uptake,luc_uptake,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,Ftalbedo,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,SF6_constrain,SF6_emissions,SO2_emissions,SV,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions
1895,0.4062459946898432,0.6448089779300159,0,0,4.216008400000001,0,0,3.026097142064027,6.824,35,0.01037256,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,867.2795978678541,116.9527,294.7999316316091,430.56509000000005,-0.041013247999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.4749658158045,0.8820422411709908,6.005150549999999,74.603567,7.550568672269436,24.141303,0,0,10141.44063650546,0.1618463,0,0,0,0,0,0
1896,0.41925387168749517,0.6466699948799515,0,0,4.2479394,0,0,3.160519436958854,7.151,35,0.010373516,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,869.7221445592235,118.30996999999999,294.9033047321406,432.13309000000004,-0.041297972999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.5282305624173,0.8915800444504021,6.078776092857144,74.829374,7.628615905566543,24.173785000000002,0,0,10531.616386895475,0.016537969,0,0,0,0,0,0
1897,0.4402665960683178,0.6499577057729303,0,0,4.2798704,0,0,3.3010301940639266,7.432,35,0.010374477,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,872.0043664383561,119.66723999999999,295.0347117579908,433.70108,-0.041542089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.60014554794515,0.901565409063934,6.154284992857143,75.055181,7.706663238898426,24.206267,0,0,10921.792137285493,-0.064683906,0,0,0,0,0,0
1898,0.46528174414072554,0.651395436399303,0,0,4.3118014,0,0,3.4476049657534245,7.798,35,0.010375435,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,874.2859303652967,121.02451,295.23485730593603,435.26907,-0.041753137999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.67198915525114,0.9118468174767117,6.233822164285715,75.280989,7.784710472195534,24.238749,0,0,11311.967887675506,0.037785885,0,0,0,0,0,0
1899,0.5073071929023706,0.6525996456153903,0,0,4.3437324,0.0025567004294520545,0.95911885,3.6006807077625567,8.119,35,0.010376393000000001,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,876.786415525114,122.38178,295.5036900684932,436.83707000000004,-0.041874989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.7282534246575,0.92227275215386,6.319532399999999,75.506796,7.862757705492641,24.271232,0,0,11702.143638065523,0.15053693,0,0,0,0,0,0
1900,0.534323552820571,0.6536020726410664,0,0,4.3756633,0.020424038495776255,0.050575847,3.7606311643835624,8.473,35,0.010377345,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,879.6000285388127,123.73905,295.80373858447484,438.40505999999993,-0.041888645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.8033019406392,0.9326916955605032,6.41356025,75.732603,7.940804938789747,24.303714000000003,0,0,12092.319388455537,0.20194318,0,0,0,0,0,0
1901,0.5523344594327046,0.7033691093675678,0,0,4.4173849,0.03919246471164384,0.053237732,3.926638755707762,8.592,35,0.010379723,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,883.0699200913241,124.8415,296.12878710045663,439.89155999999997,-0.04475856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.90019406392685,0.9448386029854134,6.5189698428571425,75.920477,8.0469354352968,24.336515,0,0,12649.583400936037,0.19166193,0,0,0,0,0,0
1902,0.566342942353253,0.7033995878239793,0,0,4.4591064000000005,0.0437726287313927,0.056039719,4.095201712328767,8.762,35,0.0103821,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,887.0393264840181,125.94396,296.4756792237443,441.37805999999995,-0.047717288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.00019406392687,0.9601051273299402,6.635664885714285,76.108351,8.153065931803853,24.369316,0,0,13206.846411856475,-0.25694328,0,0,0,0,0,0
1903,0.6173738444209649,0.7271112665727486,0,0,4.500828,0.04607020052273811,0.058989177000000004,4.262822868790079,8.906,35,0.010384475,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,891.2782305000376,127.04642,296.8278743262969,442.86456,-0.048880362000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.09993163160914,0.9778247774744397,6.761049721428571,76.296224,8.259196428310908,24.402117,0,0,13764.110424336974,-0.65105786,0,0,0,0,0,0
1904,0.624378085881239,0.7487466480072709,0,0,4.542549500000001,0.04850041875581131,0.062093873,4.430748468572997,9.102,35,0.01038685,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,895.7566752750954,128.14887,297.20686905831275,444.35105999999996,-0.050972535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.2001483394465,0.997410296698323,6.892528814285714,76.484098,8.365326924817962,24.434918,0,0,14321.374436817474,-0.3563287,0,0,0,0,0,0
1905,0.6634017168741951,0.7702816586616678,0,0,4.5842711,0.051054239278424667,0.065361969,4.599208847031964,9.623,35,0.010389227,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,900.2587328767124,129.25133,297.6289811643835,445.83755999999994,-0.052861858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.30019406392694,1.0183143555368743,7.0275066285714285,76.671972,8.471457421325015,24.467719,0,0,14878.638449297972,0.0021442188,0,0,0,0,0,0
1906,0.7074283774816329,0.7970164780913428,0,0,4.6259926,0.05374130439817352,0.068802075,4.779025171232877,12.093,35,0.010391604,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,904.7587328767124,130.35378,298.0727168949772,447.32406,-0.054926111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.40335045662096,1.0399302837415365,7.163387507142857,76.85984599999999,8.57758791783207,24.50052,0,0,15435.901460218407,0.1001588,0,0,0,0,0,0
1907,0.7844750335446488,0.804249758247368,0,0,4.6677142,0.05656211977550965,0.072423235,5.001140343276693,12.363,35,0.010393983,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,909.2780595790603,131.45623999999998,298.49659581867405,448.81055999999995,-0.056255253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.52802815517623,1.0616515310855636,7.297576035714285,77.04772,8.68371841433912,24.533321,0,0,15993.165472698907,0.07616921900000001,0,0,0,0,0,0
1908,0.7504544321661742,0.8119044335817616,0,0,4.7094357,0.05954579088964244,0.07623498599999999,5.262394582927863,12.633,35,0.010396358,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,914.0386100506521,132.5587,298.90059335778625,450.29706,-0.056635702999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.67522250916977,1.0828713873131275,7.427476557142857,77.23559300000001,8.789848910846173,24.566122,0,0,16550.429485179407,0.08782130199999999,0,0,0,0,0,0
1909,0.7854756394675452,0.8178733380875558,0,0,4.7511573,0.06268121238652968,0.08024735200000001,5.5285162100456615,12.903,35,0.010398735,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,918.9781392694063,133.66115,299.3007762557078,451.78355999999997,-0.056948253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.82529109589035,1.1029833422047528,7.5504934142857145,77.423467,8.895979407353227,24.598923000000003,0,0,17107.692496099844,0.15396401,0,0,0,0,0,0
1910,0.8194962408460198,0.8224797475263196,0,0,4.7928788,0.06598022325673515,0.084470898,5.7944530821917795,13.146,35,0.010401115,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,923.7276541095891,134.76361,299.6976198630137,453.27005999999994,-0.057119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.97529109589044,1.121380785522788,7.6640313142857135,77.61134100000001,9.002109903860282,24.631724,0,0,17664.95650858034,0.18892026,0,0,0,0,0,0
1911,0.836506541535257,0.7793659997386957,0,0,4.794951599999999,0.06944344501024341,0.08891673300000001,6.0606262005015346,14.007,35,0.010406394,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,928.2780595790603,135.96943000000002,300.07163000286954,451.75965,-0.055032084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.12801106307853,1.13917921998455,7.768465228571428,77.272725,9.060108567226726,24.427454,0,0,17849.22553198128,0.19508901,0,0,0,0,0,0
1912,0.8795325962197984,0.7483015784927666,0,0,4.797024400000001,0.07310661007609975,0.09359656300000001,6.350428823265215,19.895,35,0.010411672,0,0,0,0,0,0,0,0,0,0,5.801704452054794,157.267,0,480,3100.211,933.070173977593,137.17525,300.42551918806294,450.24925,-0.05126908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.30025959403144,1.1577699984368608,7.866945985714285,76.93410899999999,9.11810723059317,24.223184,0,0,18033.494555382214,-0.048576615,0,0,0,0,0,0
1913,0.9435713752851623,0.723417839996213,0,0,4.7990972,0.07695608493847032,0.09852269699999999,6.7371698630136985,19.025,35,0.010416950999999999,0,0,0,0,0,0,0,0,0,0,5.8152937785388135,157.267,0,480,3100.211,938.2917522831049,138.38107,300.7725228310502,448.73884000000004,-0.048297056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.4721832191781,1.1769602858363246,7.96104147142857,76.59549200000001,9.17610599399439,24.018914000000002,0,0,18217.764580343213,-0.15652974,0,0,0,0,0,0
1914,0.8505150244558055,0.7152246285480571,0,0,4.80117,0.08100640565787671,0.1037081,7.173995719178083,11.082,35,0.010422233000000001,0,0,0,0,0,0,0,0,0,0,5.841116495433791,157.267,0,480,3100.211,943.7606735159816,139.58690000000001,301.0974743150685,447.22844000000003,-0.046404260999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.62844748858447,1.1964785328350067,8.052319449999999,76.256876,9.234104657360835,23.814645000000002,0,0,18402.033603744152,0.055606719000000006,0,0,0,0,0,0
1915,0.8385077533810498,0.7061772698659394,0,0,4.8032428,0.08525833260341655,0.10916642,7.464374137285724,11.216,35,0.010427518,0,0,0,0,0,0,0,0,0,0,5.86904312916386,157.267,0,480,3100.211,949.2462397385033,140.79272,301.4029085104923,445.71803,-0.045137125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.8029939709808,1.216065292284273,8.142347807142857,75.91826,9.292103420762055,23.610375,0,0,18586.302627145084,0.15944734,0,0,0,0,0,0
1916,0.9015459265235173,0.7085455439884873,0,0,4.805315599999999,0.0897557388055406,0.11491202,7.633240328617411,18.614,35,0.010432805,0,0,0,0,0,0,0,0,0,0,5.897605404596153,157.267,0,480,3100.211,954.758158669561,141.99854,301.7286384958954,444.20762,-0.044284592000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.00345307158716,1.235546232503294,8.232694307142856,75.57964399999999,9.3501020841285,23.406105,0,0,18770.57165054602,0.18754943,0,0,0,0,0,0
1917,0.9555786463599181,0.711627230121942,0,0,4.8073885,0.0944818841597032,0.12096002,7.907885502283105,22.143,35,0.010438096,0,0,0,0,0,0,0,0,0,0,5.926556278538812,157.267,0,480,3100.211,960.2922374429222,143.20436,302.0725228310502,442.69722,-0.044029448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.2285930365297,1.2547470218112418,8.324926957142859,75.241028,9.408100847529722,23.201836,0,0,18954.840673946957,0.19611714,0,0,0,0,0,0
1918,0.9365671338248882,0.7147370833121259,0,0,4.8094613,0.09945461539646121,0.12732636,8.351278652968036,22.696,35,0.010443388,0,0,0,0,0,0,0,0,0,0,5.955556278538814,157.267,0,480,3100.211,966.0427226027394,144.41019,302.39747431506856,441.18681,-0.043839934000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4723287671232,1.2734932285091103,8.4206134,74.902412,9.466099510896164,22.997566,0,0,19139.109697347896,0.20194318,0,0,0,0,0,0
1919,0.8064883638483678,0.7200904050480951,0,0,4.811534099999999,0.10467486855081405,0.13402771,8.861145509893456,23.196,35,0.010448681999999999,0,0,0,0,0,0,0,0,0,0,5.984480173166653,157.267,0,480,3100.211,971.9647617399005,145.61601000000002,302.7029085104923,439.67641,-0.043952757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.6998461711205,1.2916106209342477,8.521321521428572,74.563795,9.52409817426261,22.793295999999998,0,0,19323.378720748828,0.1947463,0,0,0,0,0,0
1920,0.932564710133303,0.7217204221146708,0,0,4.8136069,0.11019649891825738,0.14108183,9.380895395738206,23.802,35,0.010453981999999999,0,0,0,0,0,0,0,0,0,0,6.013543018439504,157.267,0,480,3100.211,977.7269655912368,146.82183,303.0317948885894,438.166,-0.044120925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.9284901564488,1.308924767387649,8.628619085714286,74.225179,9.582096937663833,22.589026999999998,0,0,19507.647744149766,0.11078276,0,0,0,0,0,0
1921,0.8034865460796788,0.7578755460660456,0,0,4.798714299999999,0.1159989651826484,0.14850719,9.90063441780822,24.304,35,0.0104523,0,0,0,0,0,0,0,0,0,0,6.042556278538814,157.267,0,480,3100.211,983.2922374429222,147.86155,303.40072773972594,440.99557000000004,-0.046423915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.1723287671233,1.3260333764892984,8.745225,74.68028000000001,9.64905741662573,22.605247,0,0,19894.872898595942,0.095703594,0,0,0,0,0,0
1922,0.8455119948413239,0.7483940945163977,0,0,4.7838218,0.12210417499657533,0.15632334,10.42031569634703,24.563,35.00410570936072,0.98417991,0,0,0,0,0,0,0,0,0,0,6.071619406392695,157.267,0,480,3100.211,989.0427226027394,148.90128,303.77257134703194,443.82514000000003,-0.048352557000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.39728025114147,1.3435191541327756,8.871363907142856,75.13538,9.716017995622403,22.621467000000003,0,0,20282.09705148206,0.18103797,0,0,0,0,0,0
1923,0.9705877352033628,0.7537446245618419,0,0,4.7689293,0.12851327545778748,0.16455089,10.934647902787134,25.35,35.03729846081668,1.1648849,0,0,0,0,0,0,0,0,0,0,6.1010421036379965,157.267,0,480,3100.211,994.9958978965491,149.941,304.13098794196173,446.65470999999997,-0.048274475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.5998632632183,1.3611858646566999,9.004862357142857,75.59048,9.782978474584302,22.637688,0,0,20669.322205928238,0.20228589,0,0,0,0,0,0
1924,0.9635834937430886,0.7573191891607968,0,0,4.7540366999999994,0.1352923936643711,0.17321146,11.451395226688625,25.878,35.104715555322265,1.2256653,0,0,0,0,0,0,0,0,0,0,6.130981373980089,157.267,0,480,3100.211,1001.0089003667938,150.98072,304.53190614317435,449.48427000000004,-0.048785799000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.8002966788931,1.379870160103603,9.14354702142857,76.045581,9.849939053580975,22.653907999999998,0,0,21056.546358814354,0.18926297,0,0,0,0,0,0
1925,0.9755907648178443,0.7585478932098764,0,0,4.7391442,0.14241630091780824,0.18232786,11.976690639269405,28.827,35.183408305136986,1.2896433999999999,0,0,0,0,0,0,0,0,0,0,6.160557248858447,157.267,0,480,3100.211,1007.0116438356163,152.02045,304.97271689497717,452.31384,-0.049080517000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.00354452054785,1.4001518458399593,9.285244449999999,76.500681,9.916899532542871,22.670128,0,0,21443.77151326053,0.18926297,0,0,0,0,0,0
1926,0.9835956122010149,0.761944670148451,0,0,4.7242517,0.1499118964200913,0.19192405,12.541777968036529,29.446,35.26674528847032,1.3569897,0,0,0,0,0,0,0,0,0,0,6.19012037671233,157.267,0,480,3100.211,1013.0116438356163,153.06017,305.4008247716895,455.14340999999996,-0.049344001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.22543664383556,1.4214492161539505,9.427781314285713,76.955782,9.983860111539546,22.686349,0,0,21830.99566614665,0.19714526,0,0,0,0,0,0
1927,1.0626434901158828,0.7976658613292433,0,0,4.7093590999999995,0.15778058645778126,0.20202532,13.14458295281583,30.065,35.35423082394453,1.4278826999999998,0,0,0,0,0,0,0,0,0,0,6.220041761796042,157.267,0,480,3100.211,1018.9958978965491,154.09989,305.8309366656686,457.97298,-0.051234748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.4436189397908,1.443180665351933,9.568984164285714,77.410882,10.050820190362336,22.702569,0,0,22218.220820592825,0.19508901,0,0,0,0,0,0
1928,1.0656453078845716,0.8001559492168445,0,0,4.6944666,0.1661035697654016,0.21265824,13.755904870624049,30.685,35.44676726902088,1.5025036,0,0,0,0,0,0,0,0,0,0,6.250545243531202,157.267,0,480,3100.211,1024.977336439853,155.13962,306.30070461237113,460.80254,-0.053047875999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.6252595940315,1.464764387703912,9.706679549999997,77.86598199999999,10.11778146960245,22.718789,0,0,22605.444973478938,0.14573901,0,0,0,0,0,0
1929,1.1456937817162764,0.8247254274111943,0,0,4.679574099999999,0.17484985752968038,0.22385079,14.366815068493151,31.573,35.54401009600456,1.5810544,0,0,0,0,0,0,0,0,0,0,6.281059189497717,157.267,0,480,3100.211,1030.7295947488583,156.17934,306.7727654109589,463.63210999999995,-0.053121132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.8003396118721,1.4856187775162444,9.8386941428571415,78.321083,10.184741748494792,22.73501,0,0,22992.670127925114,0.09604630199999999,0,0,0,0,0,0
1930,1.0536380368098157,0.8964225840528667,0,0,4.6646815,0.18405247800114152,0.23563239,14.981193493150684,31.933,35.64632610753424,1.6637375,0,0,0,0,0,0,0,0,0,0,6.311559189497717,157.267,0,480,3100.211,1036.2606735159816,157.21906,307.2290296803653,466.46168,-0.05322584599999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004012573428995434,0.74681988,0,0,0,0,0,0,284.9721832191781,1.5051622290952875,9.962854614285714,78.77618299999999,10.251702027387136,22.75123,0,0,23379.894280811233,0.12174943,0,0,0,0,0,0
1931,0.9405695575164734,0.9038881748860107,0,0,4.667096400000001,0.19371317044438205,0.24803412,15.593956811263318,32.553,35.75373506786311,1.7507764,0,0,0,0,0,0,0,0,3.0208299180327873e-4,0.097,6.341979147640791,157.267,0,480,3100.211,1041.7462397385032,158.34545,307.6996752501435,468.03074000000004,-0.054264145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03210378527911708,0.067690547,0,0,0,0,0,0,285.12801106307853,1.5229003525969007,10.076808285714286,78.909446,10.30605192225096,22.748587,0,0,23792.015213728548,0.14642443,0,0,0,0,0,0
1932,0.8475132066871165,0.8127181163122017,0,0,4.6695113,0.20393160802095966,0.26108852,16.207798706240485,33.979,35.86734521504106,1.8423953000000002,0,0,0,0,0,0,0,0,0.0027323010554682237,0.097,6.372608371385083,157.267,0,480,3100.211,1047.258158669561,159.47183,308.16939182698303,469.5998,-0.055113247000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06274416958629764,0.073576745,0,0,0,0,0,0,285.3034159867255,1.5387968414231827,10.181767257142855,79.042709,10.360402817462559,22.745943,0,0,24204.135145085802,0.11489526,0,0,0,0,0,0
1933,0.89354107914034675,0.8090784322797848,0,0,4.671926200000001,0.21466975495890406,0.27483004,16.85015125570776,41.893,35.986734124429226,1.9388368999999999,0,0,0,0,0,0,0,0,0.007255870319634704,0.097,6.403560159817353,157.267,0,480,3100.211,1052.7291095890407,160.59821000000002,308.5976683789954,471.16885999999994,-0.054920974000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07216825052385846,0.07997479099999999,0,0,0,0,0,0,285.50038812785385,1.5529568146771477,10.280905792857144,79.175973,10.414752712326383,22.7433,0,0,24616.25607800312,0.12380568,0,0,0,0,0,0
1934,0.9735895529720517,0.7973453972703172,0,0,4.674341,0.22596816311872148,0.28929476,17.623548515981735,42.817,36.112351972146115,2.0403528000000004,0,0,2.6216997716894974e-4,0.117,0,0,0,0,0.01234157448630137,0.194,6.434623287671233,157.267,0,480,3100.211,1057.9786244292236,161.7246,309.00077625570776,472.73790999999994,-0.054215408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07844375005913241,0.08692919699999999,0,0,0,0,0,0,285.7003881278538,1.5655972117826142,10.377397671428568,79.309236,10.469102607190207,22.740656,0,0,25028.377010920438,0.16218901,0,0,0,0,0,0
1935,1.0276222828145116,0.7951972864689842,0,0,4.6767559,0.23782895747501062,0.30452082,18.51437784764329,43.74,36.24422209309766,2.1472124,0,0,0.0023328254350999324,0.117,0,0,0,0,0.01978005587182174,0.291,6.4659784639568825,157.267,0,480,3100.211,1062.9965815804574,162.85098,309.3934992951069,474.30697000000004,-0.053490975999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08524604932356278,0.09448834,0,0,0,0,0,0,285.89986326321826,1.577407958117871,10.474417157142856,79.442499,10.523452502054035,22.738013,0,0,25440.496942277692,0.16938589,0,0,0,0,0,0
1936,1.1306846928728318,0.8017854559743997,0,0,4.6791708,0.25037451593601073,0.32054821,19.42634988896375,44.664,36.38370582748086,2.2596977000000003,0,0,0.006227071957107568,0.117,0,0,0,0,0.03204669518052749,0.485,6.497546726925669,157.267,0,480,3100.211,1068.0074169723282,163.97736,309.7378936172867,475.87602999999996,-0.053660463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09267590266989671,0.10270482,0,0,0,0,0,0,286.09714028619896,1.5892039017630752,10.575138149999999,79.575762,10.577802396917859,22.735369,0,0,25852.617875195006,0.18069526,0,0,0,0,0,0
1937,1.2097325607816405,0.7801714574884495,0,0,4.6815857,0.2635581431426941,0.33741917,20.336765981735162,45.588,36.53028338755708,2.3781004,0,0,0.01062417151826484,0.234,0,0,0,0,0.05176139326484019,0.776,6.529124257990866,157.267,0,480,3100.211,1073.009703196347,165.10375,309.9910159817352,477.44509000000005,-0.052928085,0,0,0,0,6.748367579908675e-4,0,0,0,0,0,0,0,0,0,0.10073836004805936,0.11163575,0,0,0,0,0,0,286.272183219178,1.601799890798382,10.68273467142857,79.709025,10.632153292129459,22.732726,0,0,26264.738808112324,0.17932443,0,0,0,0,0,0
1938,1.1426919639475874,0.7823559803393166,0,0,4.6840005,0.2774296243573059,0.35517808,21.246765981735162,46.512,36.68450860582191,2.5027381,0,0,0.016821602054794518,0.234,0,0,4.4473573059360724e-4,0.161,0.08339991210045662,1.164,6.5610621004566205,157.267,0,480,3100.211,1078.009703196347,166.23013,310.169026826484,479.01415,-0.051951175,0,0,0,0,0.006676638698630136,0.165,0,0,0,0,0,0,0,0,0.10949821518378995,0.12134333,0,0,0,0,0,0,286.4252910958904,1.6160106732857724,10.800380864285714,79.842288,10.686503186993283,22.730082,0,0,26676.85873946958,0.16321714,0,0,0,0,0,0
1939,1.192722260092403,0.7799160428205711,0,0,4.6864154000000005,0.29199156412634425,0.37387169,22.154377847643286,47.436,36.84641079221685,2.6339327999999997,0,0,0.025049676092272374,0.351,0,0,0.003948836600481574,0.161,0.13158013872046312,1.649,6.592978122114929,157.267,0,480,3100.211,1083.0277177371058,167.35651000000001,310.29368730818175,480.58320999999995,-0.05186720400000001,0,0,0,0,0.02239337356214288,0.33,0,0,0,0,0,0,0,0,0.11899341907568554,0.13189502,0,0,0,0,0,0,286.57489744741366,1.6326511973235784,10.931250628571428,79.97555200000001,10.740853081857107,22.727439,0,0,27088.979672386893,0.16390255,0,0,0,0,0,0
1940,1.2997870938423084,0.7672970112906158,0,0,4.6888303,0.30739422045166803,0.39354912,23.07203139581306,50.781,37.01766029709933,2.7720335,0,0,0.035634821200439155,0.468,0,0,0.010478577847019487,0.161,0.20142883817401505,2.231,6.6250474686229,157.267,0,480,3100.211,1088.2893517478851,168.4829,310.36564207650275,482.15227000000004,-0.051060237,0,0,0,0,0.04824538570751303,0.496,0,0,0,0,0,0,0,0,0.12936461553921202,0.14336429,0,0,0,0,0,0,286.72837890186383,1.6525361109556045,11.078518228571427,80.108815,10.79520297672093,22.724795,0,0,27501.099603744147,0.18377964,0,0,0,0,0,0
1941,1.3348083011436793,0.7508192430796029,0,0,4.693243,0.32358025796232875,0.41426223,24.029428652968036,52.603,37.197618816780825,2.9174066,0,0,0.0500618852739726,0.585,0,0,0.017294597888127854,0.161,0.2971478824200913,2.91,6.657062100456621,157.267,0,480,3100.211,1093.7291095890407,170.03046,310.36553082191773,488.55777,-0.050975880999999994,0,0,0,0,0.08366848515981734,0.661,0,0,0,0,0,0,0,0,0.14061885578767122,0.15583315,0,0,0,0,0,0,286.90349600456614,1.7005134297450806,11.250825978571426,81.24331,11.127283425239634,22.68764,0,0,27883.874826833075,0.19303276,0,0,0,0,0,0
